evidence_target_id,candidate_id,ticker,company_name,target_type,filing_type,query_url,supports_field,required_for_partial,expected_evidence,verification_status,notes
RHC-0015-ACQUIRED-BIVV-EVT-005,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=BIVV+%22Bioverativ+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0015-ACQUIRED-BIVV-EVT-006,RHC-0015-ACQUIRED-BIVV,BIVV,Bioverativ Inc.,PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/BIVV/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0016-ACQUIRED-CASC-EVT-001,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0016-ACQUIRED-CASC-EVT-002,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0016-ACQUIRED-CASC-EVT-003,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0016-ACQUIRED-CASC-EVT-004,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0016-ACQUIRED-CASC-EVT-005,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=CASC+%22Cascadian+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0016-ACQUIRED-CASC-EVT-006,RHC-0016-ACQUIRED-CASC,CASC,"Cascadian Therapeutics, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/CASC/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0017-ACQUIRED-JUNO-EVT-001,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0017-ACQUIRED-JUNO-EVT-002,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0017-ACQUIRED-JUNO-EVT-003,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0017-ACQUIRED-JUNO-EVT-004,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0017-ACQUIRED-JUNO-EVT-005,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=JUNO+%22Juno+Therapeutics%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0017-ACQUIRED-JUNO-EVT-006,RHC-0017-ACQUIRED-JUNO,JUNO,"Juno Therapeutics, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/JUNO/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0018-ACQUIRED-RXDX-EVT-001,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0018-ACQUIRED-RXDX-EVT-002,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2018-01-01&enddt=2018-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0018-ACQUIRED-RXDX-EVT-003,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0018-ACQUIRED-RXDX-EVT-004,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0018-ACQUIRED-RXDX-EVT-005,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=RXDX+%22Ignyta%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2015-01-01&enddt=2018-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0018-ACQUIRED-RXDX-EVT-006,RHC-0018-ACQUIRED-RXDX,RXDX,"Ignyta, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/RXDX/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0019-ACQUIRED-ALDR-EVT-001,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0019-ACQUIRED-ALDR-EVT-002,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0019-ACQUIRED-ALDR-EVT-003,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0019-ACQUIRED-ALDR-EVT-004,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0019-ACQUIRED-ALDR-EVT-005,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=ALDR+%22Alder+BioPharmaceuticals%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0019-ACQUIRED-ALDR-EVT-006,RHC-0019-ACQUIRED-ALDR,ALDR,Alder BioPharmaceuticals,PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/ALDR/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0020-ACQUIRED-ARRY-EVT-001,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0020-ACQUIRED-ARRY-EVT-002,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0020-ACQUIRED-ARRY-EVT-003,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0020-ACQUIRED-ARRY-EVT-004,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0020-ACQUIRED-ARRY-EVT-005,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=ARRY+%22Array+BioPharma+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0020-ACQUIRED-ARRY-EVT-006,RHC-0020-ACQUIRED-ARRY,ARRY,Array BioPharma Inc.,PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/ARRY/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0021-ACQUIRED-CMTA-EVT-001,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0021-ACQUIRED-CMTA-EVT-002,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0021-ACQUIRED-CMTA-EVT-003,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0021-ACQUIRED-CMTA-EVT-004,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0021-ACQUIRED-CMTA-EVT-005,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=CMTA+%22Clementia+Pharmaceuticals+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0021-ACQUIRED-CMTA-EVT-006,RHC-0021-ACQUIRED-CMTA,CMTA,Clementia Pharmaceuticals Inc.,PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/CMTA/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
RHC-0022-ACQUIRED-LOXO-EVT-001,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",MERGER_8K,8-K,https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,deal_announcement_date|acquirer|deal_price_or_consideration|deal_terms,TRUE,Merger agreement 8-K with Item 1.01 and deal consideration language.,VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0022-ACQUIRED-LOXO-EVT-002,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",MERGER_PROXY,"DEFM14A,DEF 14A",https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22background+of+the+merger%22+OR+%22reasons+for+the+merger%22&forms=DEFM14A%2CDEF+14A&dateRange=custom&startdt=2019-01-01&enddt=2019-12-31,proxy_background|deal_premium_pct|process_timeline,TRUE,"Proxy background section with board process, outreach, competing bids, and premium if disclosed.",VERIFY_REQUIRED,"Outcome-first verification target. Do not promote without primary filing URL, date, accession, and excerpt."
RHC-0022-ACQUIRED-LOXO-EVT-003,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",PRIOR_PROCESS_8K,"8-K,10-Q,10-K",https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22strategic+alternatives%22+OR+%22financial+advisor%22+OR+%22review+of+strategic+alternatives%22&forms=8-K%2C10-Q%2C10-K&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,prior_process_signal|observation_date|had_prior_process_signal,FALSE,"Pre-announcement process language, banker/advisor language, or no-hit confirmation.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0022-ACQUIRED-LOXO-EVT-004,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",PRIOR_13D,"SC 13D,SC 13D/A",https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22Item+4%22+OR+%22maximize+shareholder+value%22+OR+%22strategic+alternatives%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,activist_involvement|item4_intent,FALSE,Any pre-deal Item 4 activist pressure or sale-process language.,VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0022-ACQUIRED-LOXO-EVT-005,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",ROFR_ROFN_EXHIBIT,"8-K,10-K,10-Q,EX-10",https://efts.sec.gov/LATEST/search-index?q=LOXO+%22Loxo+Oncology%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22+OR+%22option+to+acquire%22&forms=8-K%2C10-K%2C10-Q%2CEX-10&dateRange=custom&startdt=2016-01-01&enddt=2019-12-31,rofr_scope|transaction_rights,FALSE,"Prior collaboration/license exhibit with ROFR, ROFN, ROFO, or option rights.",VERIFY_REQUIRED,Backward-looking process-signal search. A no-hit result must be recorded before classifying as no prior signal.
RHC-0022-ACQUIRED-LOXO-EVT-006,RHC-0022-ACQUIRED-LOXO,LOXO,"Loxo Oncology, Inc.",PRICE_WINDOW,PRICE_DATA,https://finance.yahoo.com/quote/LOXO/history/,price_before_signal|price_30d_after|price_90d_after|max_drawdown_after_signal,TRUE,Adjusted-close price window after the verified observation date.,VERIFY_REQUIRED,Use price_window_fetcher.py after observation_date is verified; use fallback source for delisted ticker if yfinance has no data.
